Week,DMA_Name,DMA_ID,TRx,TV_Spend,TV_Impressions,Display_Spend,Display_Impressions,PaidSearch_Spend,PaidSearch_Clicks,HCPCalls_Spend,HCPCalls_Count,Speaker_Spend,Speaker_Events,HCPEmail_Spend,HCPEmail_Sends,HCPSocial_Spend,HCPSocial_Engagements,Copay_Redemptions,Lagged_TRx,DMA_Population,Competitor_Spend,Seasonality
2/4/2024,Sacramento CA,DMA_020,105345,137331,3993723,87188,10256617,61445,20569,157203,743,0,0,16639,21354,22264,3492,22622,92703,1360000,158016,1.271
2/11/2024,Sacramento CA,DMA_020,82473,100055,2957931,0,0,43532,11428,179179,889,0,0,19782,39365,23969,3328,15290,72576,1360000,46772,1.259
2/18/2024,Sacramento CA,DMA_020,108349,139809,3912033,69394,7891063,64189,19040,201273,947,134037,15,12204,23125,0,0,25576,95347,1360000,129224,1.295
2/25/2024,Sacramento CA,DMA_020,89285,29497,892770,75619,7516899,51885,11366,130248,614,92181,8,12546,18735,27670,3887,19175,78570,1360000,68109,1.167
3/3/2024,Sacramento CA,DMA_020,92100,25958.800000000003,857858,57322,6685792,55452,13120,157839,876,93193,8,17093,21440,20647,3164,19372,81048,1360000,72031,1.171
3/10/2024,Sacramento CA,DMA_020,79654,19139.8,658276,48350,4408807,41047,10058,130656,653,0,0,14287,18987,24078,4524,14365,70095,1360000,58690,1.162
3/17/2024,Sacramento CA,DMA_020,79192,0,0,50576,5439808,36855,9806,125531,583,61418,6,10789,15732,30699,6131,15526,69688,1360000,29994,1.142
3/24/2024,Sacramento CA,DMA_020,58653,0,0,54894,4934757,30109,12494,138827,642,43181,3,14817,28728,16251,2189,12788,51614,1360000,24816,0.866
3/31/2024,Sacramento CA,DMA_020,72806,24056.600000000002,610448,53196,4811566,41656,15454,122351,636,74892,6,0,0,24488,3159,18278,64069,1360000,55415,1.037
4/7/2024,Sacramento CA,DMA_020,76175,75907.8,2407336,61565,6142482,46714,10032,161236,763,0,0,15136,24782,25315,3741,19641,67034,1360000,133168,1.017
4/14/2024,Sacramento CA,DMA_020,70689,66097.2,1989882,43347,3506097,28190,12654,144546,733,0,0,11923,17990,16060,3114,14772,62206,1360000,98724,0.979
4/21/2024,Sacramento CA,DMA_020,70370,59758.2,1804504,42698,3470080,43632,19364,129710,648,0,0,13245,20309,24459,4298,17698,61925,1360000,62517,0.934
4/28/2024,Sacramento CA,DMA_020,65647,52561.799999999996,1452780,51719,5800392,33158,10725,135772,666,0,0,0,0,19597,2741,12671,57769,1360000,82291,0.98
5/5/2024,Sacramento CA,DMA_020,56183,62004,2079369,0,0,32202,14620,98324,535,0,0,14861,28765,20803,3679,11194,49441,1360000,37469,0.905
5/12/2024,Sacramento CA,DMA_020,84958,68132.4,2115652,62113,5244961,48863,13767,121082,669,69101,6,10833,21434,20857,3414,16307,74763,1360000,57275,1.071
5/19/2024,Sacramento CA,DMA_020,65301,134895,3618659,42237,4728861,0,0,151043,759,116674,12,0,0,25092,3393,12071,57464,1360000,153169,1.07
5/26/2024,Sacramento CA,DMA_020,72751,94897,3289527,34278,3583130,45183,18692,143254,783,50655,4,9024,13632,17895,2506,13784,64020,1360000,84616,0.915
6/2/2024,Sacramento CA,DMA_020,60236,94885,2641164,52763,5132062,0,0,125970,684,0,0,13733,20156,24482,3847,14741,53007,1360000,83241,1.038
6/9/2024,Sacramento CA,DMA_020,67145,119842,3532361,49636,4558032,45096,11361,46381.799999999996,221,0,0,13526,19591,14154,1836,16636,59087,1360000,142087,1.001
6/16/2024,Sacramento CA,DMA_020,65135,118612,3959748,54507,5413147,44074,9590,0,0,0,0,17101,25182,18127,3444,14680,57318,1360000,101932,1.019
6/23/2024,Sacramento CA,DMA_020,61127,96072,2871360,70050,7280306,31982,8544,0,0,0,0,0,0,26823,4376,12963,53791,1360000,142602,1.046
6/30/2024,Sacramento CA,DMA_020,63907,20639.2,609976,65851,6656077,40467,9255,46551.299999999996,254,0,0,17287,32180,14267,2810,13710,56238,1360000,61537,0.997
7/7/2024,Sacramento CA,DMA_020,79797,26293.800000000003,749604,71617,7769377,48209,14522,40618.799999999996,197,60657,6,14265,24431,25299,4903,16230,70221,1360000,53512,1.102
7/14/2024,Sacramento CA,DMA_020,61582,0,0,39873,3560322,30767,15266,36349.5,168,98124,11,15423,23379,24585,3104,14016,54192,1360000,30638,0.945
7/21/2024,Sacramento CA,DMA_020,54879,14795,451178,65572,5299742,45359,16302,0,0,71797,7,14851,24405,0,0,10893,48293,1360000,44392,0.957
7/28/2024,Sacramento CA,DMA_020,48787,0,0,60175,6559702,33557,13123,0,0,0,0,8898,14400,17068,3233,8786,42932,1360000,50404,0.9
8/4/2024,Sacramento CA,DMA_020,64762,0,0,58519,6334396,30186,14373,0,0,0,0,16709,24396,28760,4654,15819,56990,1360000,34000,1.134
8/11/2024,Sacramento CA,DMA_020,55692,0,0,68857,7270618,30491,12580,40208.7,210,0,0,11905,15118,0,0,13067,49008,1360000,44514,1.04
8/18/2024,Sacramento CA,DMA_020,54436,56866.799999999996,1976600,33472,3486562,45309,22472,0,0,0,0,9248,15483,20918,2901,11481,47903,1360000,57985,0.858
8/25/2024,Sacramento CA,DMA_020,90892,74106.59999999999,2587111,60132,5318829,74999,16637,0,0,0,0,21146,29187,23906,3160,20274,79984,1360000,84611,1.386
9/1/2024,Sacramento CA,DMA_020,117856,76018.2,2123971,51439,5124714,72868,18868,213773,1002,100311,9,12941,23337,35783,5751,30590,103713,1360000,91469,1.363
9/8/2024,Sacramento CA,DMA_020,112425,75145.2,2584629,89138,7703796,38057,9082,187116,896,130541,11,21019,29379,21307,3096,29004,98934,1360000,114717,1.358
9/15/2024,Sacramento CA,DMA_020,103857,87349.2,2665246,76261,7862162,43135,10202,163267,819,147662,14,15852,22463,0,0,24080,91394,1360000,98970,1.349
9/22/2024,Sacramento CA,DMA_020,103746,114149,3557434,90699,8996676,34791,9072,169066,843,0,0,20279,34220,20872,3585,24665,91296,1360000,133569,1.316
9/29/2024,Sacramento CA,DMA_020,111473,144089,3862243,89225,8286741,63735,15992,174313,906,0,0,21792,32580,27109,4382,21513,98096,1360000,197225,1.344
10/6/2024,Sacramento CA,DMA_020,104116,153437,4286592,83264,6661395,36525,11955,155681,772,0,0,16760,29910,30120,4292,23485,91622,1360000,118443,1.301
10/13/2024,Sacramento CA,DMA_020,96421,178848,4906845,94095,10294753,0,0,210060,1097,0,0,15918,20931,29394,4701,19548,84850,1360000,160653,1.445
10/20/2024,Sacramento CA,DMA_020,106491,114228,3344444,76572,8106674,42458,19863,160077,846,0,0,14157,20228,0,0,20493,93712,1360000,98626,1.417
10/27/2024,Sacramento CA,DMA_020,122093,170936,5819707,91543,10466446,64953,18306,143749,662,145125,13,18990,32723,33519,4830,22051,107441,1360000,198342,1.33
11/3/2024,Sacramento CA,DMA_020,81354,0,0,77213,6432596,0,0,212186,1104,112483,9,21600,42598,24735,4219,17346,71591,1360000,73926,1.36
11/10/2024,Sacramento CA,DMA_020,75944,19458.4,543173,62379,6687050,42938,12411,151169,794,66235,5,15925,23826,0,0,15185,66830,1360000,60909,1.107
11/17/2024,Sacramento CA,DMA_020,79977,0,0,79760,7511864,53137,14571,135320,649,0,0,12845,17457,26677,4798,14844,70379,1360000,39738,1.164
11/24/2024,Sacramento CA,DMA_020,55748,0,0,49601,4652638,0,0,158276,853,0,0,15678,20973,17539,2380,10684,49058,1360000,40481,1.147
12/1/2024,Sacramento CA,DMA_020,63165,0,0,62018,5193921,45564,9549,134625,684,0,0,12171,16428,0,0,14201,55585,1360000,30944,1.105
12/8/2024,Sacramento CA,DMA_020,64354,0,0,66887,7573773,52874,12678,0,0,0,0,17039,29414,23922,4194,12524,56631,1360000,54109,1.133
12/15/2024,Sacramento CA,DMA_020,56646,0,0,73824,7961609,34757,10043,0,0,0,0,16681,27859,0,0,12373,49848,1360000,43029,1.177
12/22/2024,Sacramento CA,DMA_020,79516,66712.8,2128242,62664,7116582,61324,17182,0,0,0,0,20290,30179,26704,3781,14904,69974,1360000,117203,1.199
1/1/2023,St. Louis MO,DMA_021,83431,97297,2994703,74956,6422264,60147,22079,42975.299999999996,200,0,0,13812,22620,16768,2239,18191,75087,1300000,155924,1.266
1/8/2023,St. Louis MO,DMA_021,61921,124186,3262726,61715,6753219,0,0,39526.5,201,0,0,16529,28876,24731,4716,14108,54490,1300000,171316,1.247
1/15/2023,St. Louis MO,DMA_021,91257,114490,3940518,62651,5623795,47340,16352,130345,698,0,0,17735,24501,20981,4192,17380,80306,1300000,93685,1.248
1/22/2023,St. Louis MO,DMA_021,93475,94535,2897323,83661,6718485,40537,8583,152424,815,0,0,19223,32699,23141,4345,22268,82258,1300000,89629,1.327
1/29/2023,St. Louis MO,DMA_021,90626,131434,4565477,50033,4465156,46952,15740,128257,692,0,0,18644,26423,25301,3248,17461,79750,1300000,80183,1.254
2/5/2023,St. Louis MO,DMA_021,97965,132822,4329527,61773,6986017,42465,16030,182859,962,0,0,18451,23347,27096,3811,25344,86209,1300000,133415,1.3
2/12/2023,St. Louis MO,DMA_021,62137,0,0,49662,5619640,32799,7020,120481,662,0,0,14286,20094,0,0,15318,54680,1300000,45928,1.224
2/19/2023,St. Louis MO,DMA_021,80681,0,0,50215,5814724,46853,9592,172589,908,81585,9,15577,21443,0,0,17171,70999,1300000,24160,1.345
2/26/2023,St. Louis MO,DMA_021,73733,26974.600000000002,723166,58451,6192668,32212,6734,161376,885,78798,7,0,0,23813,3700,14893,64885,1300000,71545,1.162
3/5/2023,St. Louis MO,DMA_021,81247,22889.2,701373,40591,4791272,33359,11659,133750,628,71679,8,13793,24798,28479,3895,18582,71497,1300000,61593,1.186
3/12/2023,St. Louis MO,DMA_021,66887,0,0,44074,4030700,35223,12766,144898,700,0,0,11959,18928,22692,3019,16174,58860,1300000,32548,1.128
3/19/2023,St. Louis MO,DMA_021,61575,0,0,71928,6697808,31802,6553,161467,877,102740,11,0,0,0,0,11519,54186,1300000,53307,1.134
3/26/2023,St. Louis MO,DMA_021,56258,0,0,0,0,28040,8954,137458,716,95781,8,14779,25918,20688,3863,12512,49507,1300000,0,1.059
4/2/2023,St. Louis MO,DMA_021,69068,0,0,62806,5443221,31662,6665,139970,668,51978,5,13821,21754,21354,3141,15390,60779,1300000,39213,1.148
4/9/2023,St. Louis MO,DMA_021,50913,45765.6,1311847,29592,2367522,35730,7274,111358,554,0,0,12056,18757,18940,3676,12656,44803,1300000,53857,0.856
4/16/2023,St. Louis MO,DMA_021,68042,61650,1766181,36577,3642753,49120,11016,128062,657,0,0,13620,19764,19471,3393,17250,59876,1300000,44633,1.042
4/23/2023,St. Louis MO,DMA_021,61241,71538.59999999999,2024791,59809,5719108,31249,9189,150276,739,0,0,9096,14659,0,0,11193,53892,1300000,104827,1.029
4/30/2023,St. Louis MO,DMA_021,54610,74305.2,2320886,47899,4497853,0,0,116376,536,0,0,17424,26222,16984,2360,10931,48056,1300000,115770,1.1
5/7/2023,St. Louis MO,DMA_021,55965,69620,1911277,43002,4218610,42413,9162,116211,616,0,0,11469,14529,19791,3656,12799,49249,1300000,66480,0.874
5/14/2023,St. Louis MO,DMA_021,57865,66993,2080988,43176,3564204,34821,13174,98298,488,82342,10,0,0,20540,2735,12453,50921,1300000,76701,0.88
5/21/2023,St. Louis MO,DMA_021,61492,81896,2683757,38542,4121275,40304,17745,89973,465,80167,8,9684,17553,14636,2312,14573,54112,1300000,73211,0.862
5/28/2023,St. Louis MO,DMA_021,70231,118422,3153397,48524,3955099,40362,9640,120393,548,95801,9,10625,16839,17895,3157,16320,61803,1300000,139780,1.007
6/4/2023,St. Louis MO,DMA_021,52393,75785,2313008,44584,4438803,32115,8367,120625,646,0,0,11151,14032,0,0,11847,46105,1300000,67647,0.9
6/11/2023,St. Louis MO,DMA_021,53975,104597,3163201,48289,4239464,22698,6772,35923.2,167,0,0,9374,17923,20706,3630,13545,47498,1300000,89123,0.919
6/18/2023,St. Louis MO,DMA_021,45473,0,0,32925,2950610,38347,10845,28251.3,155,0,0,13129,21751,18638,2996,10153,40016,1300000,15864,0.89
6/25/2023,St. Louis MO,DMA_021,65495,24700.4,629581,53566,6206443,49854,15548,43933.2,242,0,0,15732,20506,20260,3974,16812,57635,1300000,45525,1.067
7/2/2023,St. Louis MO,DMA_021,47216,23424.2,722697,42260,4297256,33025,6754,0,0,0,0,8886,13094,12722,1787,12081,41550,1300000,31343,0.996
7/9/2023,St. Louis MO,DMA_021,63024,18170.600000000002,623351,46466,4484670,29833,11054,33807.299999999996,160,85512,7,14796,24656,21646,4168,11640,55461,1300000,56279,1.027
7/16/2023,St. Louis MO,DMA_021,48810,0,0,52132,5263766,29778,9460,35307,194,75969,7,13036,18472,18795,2860,10682,42952,1300000,40308,0.865
7/23/2023,St. Louis MO,DMA_021,50617,0,0,52683,5998798,35502,14710,34229.7,183,66424,6,12174,20808,11543,2177,9320,44542,1300000,51543,0.871
7/30/2023,St. Louis MO,DMA_021,56832,62343.6,2089645,36433,4228018,38688,13185,0,0,0,0,10329,15900,25396,4216,13263,50012,1300000,82441,1.006
8/6/2023,St. Louis MO,DMA_021,47993,42793.799999999996,1480965,44373,4565598,27708,6244,30566.399999999998,158,0,0,10679,17954,14514,1919,12476,42233,1300000,84239,0.892
8/13/2023,St. Louis MO,DMA_021,51778,49019.4,1616876,40433,4229802,36411,10223,33628.799999999996,179,0,0,10771,15267,21831,3921,11746,45564,1300000,48158,0.878
8/20/2023,St. Louis MO,DMA_021,67921,59491.799999999996,1993965,51814,4750316,40102,8520,45685.2,227,0,0,12554,17843,14434,2764,15613,59770,1300000,63786,1.148
8/27/2023,St. Louis MO,DMA_021,79881,0,0,72828,5830492,67163,25625,0,0,0,0,20174,37423,33915,4242,15186,70295,1300000,49331,1.436
9/3/2023,St. Louis MO,DMA_021,110104,83538.59999999999,2291290,53526,6139505,52604,21836,164782,835,97842,8,19876,28091,18757,2829,26461,96891,1300000,80014,1.413
9/10/2023,St. Louis MO,DMA_021,91701,130508,4202056,48149,4426959,52102,12941,155638,745,90897,9,16085,26355,0,0,19633,80696,1300000,167407,1.322
9/17/2023,St. Louis MO,DMA_021,109427,138820,4037123,87050,8383851,56296,17751,149347,685,88547,9,21865,35417,18040,2686,24752,96295,1300000,205306,1.388
9/24/2023,St. Louis MO,DMA_021,101382,175119,5802126,92114,10011491,48105,10335,146863,684,0,0,0,0,20434,2609,20574,89216,1300000,200238,1.495
10/1/2023,St. Louis MO,DMA_021,113562,133481,4480673,54187,4937933,66349,29276,173751,846,0,0,18858,31692,27376,4045,27580,99934,1300000,180585,1.465
10/8/2023,St. Louis MO,DMA_021,114098,110801,3679235,74168,8633529,49111,20155,200088,1031,0,0,18419,23766,33918,4958,20829,100406,1300000,148145,1.467
10/15/2023,St. Louis MO,DMA_021,100927,116360,3305896,53217,5163911,63942,19309,178133,910,0,0,15180,28379,22515,2858,24051,88815,1300000,141026,1.374
10/22/2023,St. Louis MO,DMA_021,82683,31946.4,1097677,66613,7227615,44112,10478,156067,825,0,0,16825,21056,0,0,21112,72761,1300000,96253,1.372
10/29/2023,St. Louis MO,DMA_021,95264,0,0,60305,5283303,40681,11933,146529,695,102792,8,16157,23249,24258,4376,23716,83832,1300000,57434,1.455
11/5/2023,St. Louis MO,DMA_021,97474,0,0,71593,6896398,57105,11712,176999,942,71403,7,14842,26140,33669,4365,20717,85777,1300000,60270,1.435
11/12/2023,St. Louis MO,DMA_021,75408,22493.2,711321,46098,3984670,37700,18738,124547,635,64817,5,11764,15081,15619,3120,18608,66359,1300000,47747,1.109
11/19/2023,St. Louis MO,DMA_021,56671,0,0,0,0,53266,13336,140444,735,0,0,14235,20325,19917,2493,10696,49870,1300000,0,1.152
11/26/2023,St. Louis MO,DMA_021,74901,26791.600000000002,878614,50539,5980616,51810,15223,117943,617,0,0,9992,16150,14635,2262,13837,65912,1300000,39681,1.156
12/3/2023,St. Louis MO,DMA_021,68006,0,0,47229,5128173,28652,6991,132412,620,0,0,16515,32049,21016,2860,12473,59845,1300000,39924,1.194
12/10/2023,St. Louis MO,DMA_021,59053,0,0,44303,4091838,47089,11682,0,0,0,0,15501,26587,21482,4165,13596,51966,1300000,40669,1.2
12/17/2023,St. Louis MO,DMA_021,58096,49759.799999999996,1490006,50834,4400331,51661,17305,0,0,0,0,13343,22507,0,0,14456,51124,1300000,96071,1.148
12/24/2023,St. Louis MO,DMA_021,50688,66082.8,2009849,0,0,42045,12297,0,0,0,0,15486,19410,25304,3955,10613,44605,1300000,61052,1.124
12/31/2023,St. Louis MO,DMA_021,69173,0,0,80154,7602080,57680,12323,54495,266,0,0,12289,18066,0,0,16555,60872,1300000,61239,1.281
1/7/2024,St. Louis MO,DMA_021,101873,72036.59999999999,2083079,88973,10205210,68948,28913,58108.5,267,0,0,17270,29833,21190,3619,21772,89648,1300000,128044,1.332
1/14/2024,St. Louis MO,DMA_021,105522,120148,3508665,53209,5314625,56573,24304,174715,819,0,0,15516,24354,27179,3570,19943,92859,1300000,76401,1.296
1/21/2024,St. Louis MO,DMA_021,92519,110936,3804497,60768,5035495,61872,17445,193919,888,0,0,20746,36557,0,0,19321,81416,1300000,101468,1.255
1/28/2024,St. Louis MO,DMA_021,107375,153310,4078091,82671,8900685,43156,9880,195033,1000,0,0,21281,37430,33587,5019,19721,94490,1300000,225154,1.332
2/4/2024,St. Louis MO,DMA_021,94597,136084,3878169,80058,7483862,59030,15908,196249,900,0,0,0,0,22323,3121,23773,83245,1300000,116044,1.251
2/11/2024,St. Louis MO,DMA_021,105692,138292,3788662,52341,4879429,44370,12467,195943,1025,0,0,16218,25082,25508,4781,26442,93008,1300000,124146,1.335
2/18/2024,St. Louis MO,DMA_021,111268,127102,3801347,81917,8148778,44070,15237,181839,943,103596,11,20720,33497,21099,4118,27075,97915,1300000,139789,1.264
2/25/2024,St. Louis MO,DMA_021,80982,0,0,61913,6822809,42019,8435,164311,866,109983,12,16675,24404,28346,3809,17932,71264,1300000,44112,1.119
3/3/2024,St. Louis MO,DMA_021,87359,0,0,76543,7086124,43970,14854,138307,703,95442,11,16935,26429,27917,3837,22209,76875,1300000,33635,1.17
3/10/2024,St. Louis MO,DMA_021,84090,28801.600000000002,819349,54645,5006126,59335,28171,131965,660,0,0,0,0,28905,5311,18461,73999,1300000,47624,1.171
3/17/2024,St. Louis MO,DMA_021,80995,23361.2,689158,50234,5358464,39825,8050,125505,612,121426,11,16131,24201,18718,2775,20373,71275,1300000,51831,1.122
3/24/2024,St. Louis MO,DMA_021,70754,20606.4,628739,67285,7465061,28868,5959,156569,835,55151,5,11087,16768,0,0,16208,62263,1300000,57555,1.108
3/31/2024,St. Louis MO,DMA_021,68813,18783.8,650436,67141,7040953,45645,13919,151556,794,66859,6,11627,16752,0,0,12511,60555,1300000,36504,0.993
4/7/2024,St. Louis MO,DMA_021,73070,67398.59999999999,2299138,51510,5081424,39853,16240,125621,644,0,0,12843,16711,14951,2946,15709,64301,1300000,114290,0.993
4/14/2024,St. Louis MO,DMA_021,69121,65480.399999999994,1849458,52315,4816801,31965,6395,120179,592,0,0,14666,27626,26700,5188,17745,60826,1300000,102852,0.999
4/21/2024,St. Louis MO,DMA_021,76756,54516,1422114,66040,6833356,51133,20083,135228,649,0,0,13931,21590,24114,3296,16991,67545,1300000,62981,1.016
4/28/2024,St. Louis MO,DMA_021,67344,63496.799999999996,1667517,51226,5645650,50134,15848,128911,682,0,0,13405,18581,0,0,12409,59262,1300000,49258,0.998
5/5/2024,St. Louis MO,DMA_021,83901,62150.399999999994,1866330,49314,4700759,38124,11293,166414,898,0,0,14311,23015,30035,5779,16431,73832,1300000,105701,1.119
5/12/2024,St. Louis MO,DMA_021,91103,53013,1654140,72976,7958885,42844,17856,118818,630,103840,9,17673,34285,30171,3806,23595,80170,1300000,111849,1.11
5/19/2024,St. Louis MO,DMA_021,82486,89439,3052562,67933,5986723,33451,13562,142752,693,111062,12,12637,17723,24980,3551,16950,72587,1300000,113675,1.007
5/26/2024,St. Louis MO,DMA_021,75735,86809,2189929,0,0,54460,23736,165539,812,110846,10,16121,22777,20978,2950,19403,66646,1300000,72705,1.065
6/2/2024,St. Louis MO,DMA_021,65352,103907,2924103,40214,3859681,33075,10970,127607,681,0,0,14358,22787,20076,3887,12192,57509,1300000,74363,0.89
6/9/2024,St. Louis MO,DMA_021,59869,103317,3023871,53594,6412185,47602,9783,0,0,0,0,11743,16055,26000,4247,15324,52684,1300000,122854,0.964
6/16/2024,St. Louis MO,DMA_021,50663,87469,2373690,44466,3798841,36406,8368,30414.6,167,0,0,11745,16988,0,0,9217,44583,1300000,75410,0.904
6/23/2024,St. Louis MO,DMA_021,70594,117587,3520201,59041,6919822,37624,17875,0,0,0,0,12819,16961,15565,2724,15338,62122,1300000,90340,1.071
6/30/2024,St. Louis MO,DMA_021,48699,23425.4,789857,38961,3570056,0,0,43497.9,213,0,0,17377,24462,28302,4824,12157,42855,1300000,43247,1.04
7/7/2024,St. Louis MO,DMA_021,62211,0,0,63584,6580938,47689,10516,0,0,106191,9,17840,22484,19776,2794,13465,54745,1300000,53444,1.072
7/14/2024,St. Louis MO,DMA_021,63851,0,0,48346,5266229,48087,23462,0,0,93224,9,0,0,17546,2671,13540,56188,1300000,27078,1.1
7/21/2024,St. Louis MO,DMA_021,65207,0,0,61745,6457004,30174,13874,0,0,71669,6,14259,26172,23736,4094,12276,57382,1300000,37449,1.085
7/28/2024,St. Louis MO,DMA_021,37069,0,0,0,0,41514,14002,0,0,0,0,13903,21513,22848,4056,8062,32620,1300000,0,0.868
8/4/2024,St. Louis MO,DMA_021,45134,0,0,46849,4438149,34671,12241,0,0,0,0,10169,15915,19222,2558,11137,39717,1300000,39604,0.88
8/11/2024,St. Louis MO,DMA_021,40401,0,0,43515,4569718,29571,8041,0,0,0,0,0,0,0,0,10167,35552,1300000,34084,1.029
8/18/2024,St. Louis MO,DMA_021,76102,67485.59999999999,2267357,69344,7641172,53170,14460,39896.1,192,0,0,11428,19486,28817,4702,17045,66969,1300000,102050,1.086
8/25/2024,St. Louis MO,DMA_021,100788,93544.8,2905814,84372,8858083,62456,28477,56191.2,305,0,0,17784,31628,20726,2654,21758,88693,1300000,170057,1.311
9/1/2024,St. Louis MO,DMA_021,95917,0,0,51788,5275526,36602,9332,175490,893,140247,14,18456,25483,23595,4326,21806,84406,1300000,25728,1.303
9/8/2024,St. Louis MO,DMA_021,109555,0,0,92887,9342741,70982,15210,166485,789,111161,13,14358,18587,30131,4288,26031,96408,1300000,45624,1.431
9/15/2024,St. Louis MO,DMA_021,120993,85833,2736644,66183,7142796,63041,19816,198943,1002,111406,13,22573,34997,21046,3846,26466,106473,1300000,74137,1.356
9/22/2024,St. Louis MO,DMA_021,113786,164609,5123722,87175,8054432,42211,16786,194962,916,0,0,14195,28365,37155,5203,21473,100131,1300000,155062,1.356
9/29/2024,St. Louis MO,DMA_021,118771,144360,3881075,65082,6574612,58411,17301,208813,1096,0,0,20563,33310,31880,4019,22396,104518,1300000,138435,1.433
10/6/2024,St. Louis MO,DMA_021,100809,161459,4297852,59422,5287041,52781,10601,158145,762,0,0,20223,33134,23819,3231,18321,88711,1300000,130178,1.316
10/13/2024,St. Louis MO,DMA_021,118554,168597,4675235,84176,7476041,56358,12825,199937,1107,0,0,24528,35827,22843,3862,27588,104327,1300000,160414,1.439
10/20/2024,St. Louis MO,DMA_021,116221,162692,4810808,65256,6402746,60066,16345,169801,817,0,0,19156,33318,35720,6912,21488,102274,1300000,165125,1.401
10/27/2024,St. Louis MO,DMA_021,107442,111891,3335133,51857,4324753,54438,14368,204640,1120,67943,5,18729,24035,20517,3349,25383,94548,1300000,154348,1.313
11/3/2024,St. Louis MO,DMA_021,117605,0,0,74500,7174705,71309,23619,203360,948,157882,13,19786,29549,19978,3365,22995,103492,1300000,37849,1.471
11/10/2024,St. Louis MO,DMA_021,78463,0,0,57871,6739253,55254,17846,145211,714,86188,8,14709,21633,0,0,15587,69047,1300000,41254,1.173
11/17/2024,St. Louis MO,DMA_021,76178,0,0,49768,5049385,32543,9684,145386,774,0,0,18383,25873,16974,3183,15982,67036,1300000,47442,1.183
11/24/2024,St. Louis MO,DMA_021,69632,0,0,74008,8246632,34289,7499,126312,676,0,0,13776,19096,14781,2162,17970,61276,1300000,31471,1.114
12/1/2024,St. Louis MO,DMA_021,78028,0,0,49901,5299103,41067,15877,168337,775,0,0,13981,20199,17174,2635,17872,68664,1300000,26696,1.166
12/8/2024,St. Louis MO,DMA_021,57895,0,0,64678,5590075,34804,8513,0,0,0,0,12377,21252,23910,3676,12224,50947,1300000,31551,1.118
12/15/2024,St. Louis MO,DMA_021,70256,59358,1795152,44104,5072442,41040,12597,0,0,0,0,18127,34588,15161,2822,14970,61825,1300000,77119,1.144
12/22/2024,St. Louis MO,DMA_021,65973,0,0,50543,5946964,33665,9552,49193.1,226,0,0,11905,18552,24335,3694,14806,58056,1300000,42129,1.133
1/1/2023,Portland OR,DMA_022,89119,126248,3663909,57299,5854132,63253,20690,49095.299999999996,258,0,0,20226,30608,16511,2933,16191,80207,1240000,101799,1.314
1/8/2023,Portland OR,DMA_022,72371,99483,2564330,73648,7188556,37818,7625,50402.4,253,0,0,18028,28041,15692,2103,17471,63686,1240000,155698,1.206
1/15/2023,Portland OR,DMA_022,78831,96232,3144024,65191,6683771,55493,12095,152772,739,0,0,15551,30585,0,0,15553,69371,1240000,100111,1.231
1/22/2023,Portland OR,DMA_022,94169,110207,3409909,66823,6024468,44816,11889,159447,809,0,0,13206,19343,28922,5474,22981,82868,1240000,130535,1.332
1/29/2023,Portland OR,DMA_022,87079,93002,3064173,47840,4765518,52782,20105,132552,613,0,0,14349,24217,27932,3610,16176,76629,1240000,70750,1.231
2/5/2023,Portland OR,DMA_022,91489,103436,2729432,59660,6599274,50691,12706,175212,952,0,0,16459,23426,21799,3144,22704,80510,1240000,151423,1.304
2/12/2023,Portland OR,DMA_022,79631,0,0,76030,8481772,57171,19760,123647,649,0,0,11988,16241,19013,3070,16825,70075,1240000,35492,1.267
2/19/2023,Portland OR,DMA_022,84159,0,0,52803,6028442,59384,17652,157403,808,102913,10,18509,26901,20620,3893,19504,74059,1240000,43819,1.22
2/26/2023,Portland OR,DMA_022,75393,0,0,49226,5777372,50477,20443,130918,658,102956,11,12875,23834,16225,3095,14621,66345,1240000,44290,1.109
3/5/2023,Portland OR,DMA_022,72529,0,0,44996,3711809,43974,16515,121215,564,98514,11,12319,16587,18042,2595,17609,63825,1240000,41010,1.146
3/12/2023,Portland OR,DMA_022,64585,0,0,55779,4741135,34989,7025,153017,838,0,0,15638,20366,22599,3635,16231,56834,1240000,36413,1.126
3/19/2023,Portland OR,DMA_022,70477,0,0,38746,4593325,46363,10711,137369,655,65549,7,11874,21389,24284,3088,12734,62019,1240000,34211,1.135
3/26/2023,Portland OR,DMA_022,76468,66856.8,1711910,59176,4751059,54453,14139,153723,714,52251,6,0,0,22994,3555,15137,67291,1240000,80749,1.147
4/2/2023,Portland OR,DMA_022,71300,62779.799999999996,2133934,38306,3777834,32101,6878,139829,756,63651,6,11899,15906,24059,4338,13232,62744,1240000,94864,1.065
4/9/2023,Portland OR,DMA_022,69804,0,0,52980,5440080,52207,18082,130124,699,0,0,14191,24358,19069,2987,13135,61427,1240000,34132,1.127
4/16/2023,Portland OR,DMA_022,51213,0,0,51944,6183412,41780,12671,118222,590,0,0,7939,15560,17784,2563,11031,45067,1240000,36643,0.881
4/23/2023,Portland OR,DMA_022,40522,0,0,0,0,25177,7117,101043,518,0,0,13359,16959,13441,1739,9429,35659,1240000,0,0.966
4/30/2023,Portland OR,DMA_022,67860,0,0,65793,5624460,28867,12687,130803,666,0,0,15164,24302,14448,2279,16197,59716,1240000,34594,1.149
